D-20092012-0001	引っ張って放った鳥を飛ばし、積み上がった構造物を崩して敵を倒す	built
D-20092012-0002	引っ張って放った鳥を飛ばし、障害物の奥に閉じ込められた仲間を助け出す	built
D-20092012-0003	無重力空間で鳥を放ち、惑星の重力を利用して軌道を曲げながら標的に当てる	built
D-20092012-0004	ロープを指でなぞって切り、キャンディを落として口の中に届ける	built
D-20092012-0005	ロープを切ったり仕掛けを操作したりして、キャンディを口まで届ける	built
D-20092012-0006	画面を指でなぞって飛んでくる果物を切る。爆弾を切ると終わり	built
D-20092012-0007	足場を渡り歩いて跳ね上がり続けるキャラクターを傾けて操作し、落ちないように上を目指す	built
D-20092012-0008	丘の斜面を滑り降りて弾みをつけ、飛び跳ねながら遠くまで進む	built
D-20092012-0009	自動で走り続けるキャラクターを左右にスワイプで操作し、障害物を避け続ける	built
D-20092012-0010	自動で走り続けるキャラクターをスワイプで操作し、分岐する道を選びながら追手から逃げる	built
D-20092012-0011	ジェットパックで上下に飛び続け、迫る障害物を避けながらできるだけ長く進む	built
D-20092012-0012	マス目に置いた植物で通路を守り、迫ってくる敵が家にたどり着く前に倒す	built
D-20092012-0013	指で土を掘って水路を作り、水をキャラクターの元まで導く	built
D-20092012-0014	パーツを組み合わせて乗り物を作り、目的地まで走らせる	built
D-20092012-0015	お題の単語を絵だけで表現し、相手に当ててもらう	built
D-20092012-0016	手持ちの文字を盤面に並べて単語を作り、得点を競う	built
D-20092012-0017	流れてくるノーツをタイミングよくタップして音楽に合わせる	built
D-20092012-0018	剣を持った敵と一対一で対峙し、攻撃をスワイプで斬り返し、防御をタップでかわす	built
D-20092012-0019	実車感覚のレースをタッチ操作で走り、コーナーでブレーキとハンドルを合わせる	built
D-20092012-0020	高速でコースを走り、ドリフトを使ってコーナーを速く抜ける	built
D-20092012-0021	横スクロールでゾンビの群れを撃ちながら奥へ進む	built
D-20092012-0022	自動で走り続けるキャラクターをタップでジャンプさせ、崩れるビルの間を飛び移る	built
D-20092012-0023	自動で走り続けるキャラクターをタップでジャンプ・突進させ、障害物を避けながら進む	built
D-20092012-0024	自分の細胞から質量を放出して推進し、小さい相手を吸収しながら大きくなる	built
D-20092012-0025	画面に指で線を引いて飛行機の着陸経路を導き、衝突を避ける	built
D-20092012-0026	指で線を引いて船の航路を導き、港での衝突を避ける	built
D-20092012-0027	島の中の小さな住人を指でつついたり環境を操作したりして様々な反応を引き出す	built
D-20092012-0028	転がる小さなキャラクターたちを傾けて誘導し、ゴールまで導く	built
D-20092012-0029	三角形のブロックを傾けて同じ色を3つ並べて消す	built
D-20092012-0030	ロープを対象物に巻き付けて、表面をできるだけ多く覆う	built
D-20092012-0031	蜘蛛の糸を張って引っ掛け、虫を捕らえながら屋敷の中を移動する	built
D-20092012-0032	装置を配置して、落ちてくる液体を導き目的の容器に集める	built
D-20092012-0033	隣り合う文字をつなげて単語を作り、盤面から消していく	built
D-20092012-0034	玉を打ち出して盤面の釘に当て、指定した色の釘をすべて消す	built
D-20092012-0035	隣り合う宝石を入れ替えて同じ色を3つ揃えて消す	built
D-20092012-0036	制限時間内に隣り合う宝石を入れ替えて3つ揃えて消し続け、得点を稼ぐ	built
D-20092012-0037	連なって迫ってくる玉の列に同じ色の玉を撃ち込み、3つ揃えて消す	built
